ponto1,ponto2,distancia_normalizada
11,118,0.026658
11,119,0.438354
11,120,0.414010
11,121,0.294202
11,122,0.736254
11,123,0.283124
11,124,0.377185
11,125,0.655258
11,126,0.365122
11,127,0.177228
11,128,0.077261
11,129,0.653521
11,130,0.510270
11,131,0.096852
11,132,0.129502
11,133,0.687127
11,134,0.080857
11,135,0.692792
11,136,0.228075
11,137,0.167753
11,138,0.077261
11,139,0.367257
11,140,0.058404
11,141,0.345317
11,142,0.311564
11,143,0.119811
11,144,0.079079
11,145,0.634990
11,146,0.352446
11,147,0.223034
11,148,0.664840
11,149,0.384092
11,150,0.122161
12,13,0.103931
12,14,0.020649
12,15,0.105289
12,16,0.469054
12,17,0.775733
12,18,0.340133
12,19,0.411254
12,20,0.749550
12,21,0.037700
12,22,0.650687
12,23,0.068485
12,24,0.744126
12,25,0.913390
12,26,0.735771
12,27,0.760281
12,28,0.807952
12,29,0.023843
12,30,0.029202
12,31,0.090007
12,32,0.201966
12,33,0.450980
12,34,0.054632
12,35,0.055918
12,36,0.669102
12,37,0.448768
12,38,0.078176
12,39,0.076336
12,40,0.140048
12,41,0.658396
12,42,0.437381
12,43,0.483820
12,44,0.134350
12,45,0.111198
12,46,0.314289
12,47,0.660981
12,48,0.723499
12,49,0.444951
12,50,0.865369
12,51,0.378877
12,52,0.903534
12,53,0.416577
12,54,0.070530
12,55,0.912222
12,56,0.361406
12,57,0.068485
12,58,0.069515
12,59,0.123319
12,60,0.298280
12,61,0.656017
12,62,0.077261
12,63,0.035765
12,64,0.078176
12,65,0.377185
12,66,0.061947
12,67,0.374348
12,68,0.937729
12,69,0.035765
12,70,0.409870
12,71,0.648938
12,72,0.166050
12,73,0.636778
12,74,0.658396
12,75,0.370340
12,76,0.411772
12,77,0.737989
12,78,0.361209
12,79,0.138517
12,80,0.265240
12,81,0.703883
12,82,0.044607
12,83,0.042984
12,84,0.328874
12,85,0.521428
12,86,0.020649
12,87,0.689604
12,88,0.055918
12,89,0.090793
12,90,0.472375
12,91,0.235434
12,92,0.794559
12,93,0.498292
12,94,0.694942
12,95,0.872647
12,96,0.356456
12,97,0.050579
12,98,0.069515
12,99,0.633084
12,100,0.814260
12,101,0.031542
12,102,0.073490
12,103,0.050579
12,104,0.487332
12,105,0.766518
12,106,0.058404
12,107,0.757096
12,108,0.807688
12,109,0.031542
12,110,0.450507
12,111,0.463721
12,112,0.642997
12,113,0.498149
12,114,0.733449
12,115,0.105289
12,116,0.754934
12,117,0.395577
12,118,0.708713
12,119,0.296608
12,120,0.341176
12,121,0.439973
12,122,0.094625
12,123,0.460646
12,124,0.392873
12,125,0.103931
12,126,0.364928
12,127,0.844000
12,128,0.775825
12,129,0.098309
12,130,0.260918
12,131,0.797505
12,132,0.783663
12,133,0.020649
12,134,0.779116
12,135,0.016860
12,136,0.514569
12,137,0.833921
12,138,0.725461
12,139,0.368994
12,140,0.726635
12,141,0.432808
12,142,0.420144
12,143,0.638672
12,144,0.661089
12,145,0.093871
12,146,0.375674
12,147,0.557521
12,148,0.170692
12,149,0.360224
12,150,0.810147
13,14,0.090007
13,15,0.065298
13,16,0.449243
13,17,0.746986
13,18,0.349205
13,19,0.412634
13,20,0.722713
13,21,0.107955
13,22,0.621415
13,23,0.074451
13,24,0.717284
13,25,0.868074
13,26,0.701152
13,27,0.733837
13,28,0.774725
13,29,0.103931
13,30,0.102554
13,31,0.113725
13,32,0.114968
13,33,0.424016
13,34,0.091572
13,35,0.135928
13,36,0.643108
13,37,0.427022
13,38,0.042984
13,39,0.061947
13,40,0.084299
13,41,0.637782
13,42,0.420820
13,43,0.459410
13,44,0.054632
13,45,0.035765
13,46,0.328874
13,47,0.632411
13,48,0.693202
13,49,0.421663
13,50,0.826216
13,51,0.377373
13,52,0.867911
13,53,0.416235
13,54,0.049154
13,55,0.877762
13,56,0.361799
13,57,0.039540
13,58,0.060789
13,59,0.096116
13,60,0.336774
13,61,0.627220
13,62,0.110557
13,63,0.091572
13,64,0.079973
13,65,0.382052
13,66,0.054632
13,67,0.371298
13,68,0.896031
13,69,0.113725
13,70,0.396474
13,71,0.631398
13,72,0.084299
13,73,0.608239
13,74,0.637782
13,75,0.374538
13,76,0.416235
13,77,0.706906
13,78,0.375864
13,79,0.072517
13,80,0.299943
13,81,0.676286
13,82,0.065298
13,83,0.070530
13,84,0.342839
13,85,0.500568
13,86,0.090007
13,87,0.667826
13,88,0.065298
13,89,0.084299
13,90,0.462647
13,91,0.262818
13,92,0.759065
13,93,0.495718
13,94,0.674181
13,95,0.833324
13,96,0.367451
13,97,0.149853
13,98,0.157258
13,99,0.614862
13,100,0.777289
13,101,0.119811
13,102,0.050579
13,103,0.144050
13,104,0.481169
13,105,0.735481
13,106,0.109264
13,107,0.723106
13,108,0.779754
13,109,0.101859
13,110,0.441585
13,111,0.447182
13,112,0.613821
13,113,0.466928
13,114,0.701152
13,115,0.069515
13,116,0.718274
13,117,0.386490
13,118,0.676286
13,119,0.299943
13,120,0.356257
13,121,0.428849
13,122,0.186604
13,123,0.440779
13,124,0.402875
13,125,0.041298
13,126,0.363757
13,127,0.810323
13,128,0.741543
13,129,0.063084
13,130,0.297086
13,131,0.763452
13,132,0.747081
13,133,0.090007
13,134,0.746129
13,135,0.093871
13,136,0.488207
13,137,0.798930
13,138,0.698919
13,139,0.368994
13,140,0.696066
13,141,0.428186
13,142,0.402169
13,143,0.618779
13,144,0.635885
13,145,0.050579
13,146,0.364538
13,147,0.551111
13,148,0.070530
13,149,0.361406
13,150,0.775367
14,15,0.090007
14,16,0.453807
14,17,0.760281
14,18,0.328874
14,19,0.398441
14,20,0.734514
14,21,0.031542
14,22,0.635102
14,23,0.053315
14,24,0.728979
14,25,0.895872
14,26,0.720250
14,27,0.745081
14,28,0.792051
14,29,0.031542
14,30,0.020649
14,31,0.092345
14,32,0.185458
14,33,0.435427
14,34,0.041298
14,35,0.066377
14,36,0.654390
14,37,0.433464
14,38,0.060789
14,39,0.063084
14,40,0.124466
14,41,0.643881
14,42,0.422337
14,43,0.468447
14,44,0.120403
14,45,0.093871
14,46,0.303944
14,47,0.645204
14,48,0.707509
14,49,0.429842
14,50,0.848870
14,51,0.365706
14,52,0.887264
14,53,0.403580
14,54,0.055918
14,55,0.896110
14,56,0.348390
14,57,0.053315
14,58,0.059608
14,59,0.105289
14,60,0.292749
14,61,0.640783
14,62,0.061947
14,63,0.023843
14,64,0.063084
14,65,0.365122
14,66,0.044607
14,67,0.360618
14,68,0.920520
14,69,0.041298
14,70,0.395577
14,71,0.635102
14,72,0.150327
14,73,0.621301
14,74,0.643881
14,75,0.359236
14,76,0.399331
14,77,0.722319
14,78,0.351437
14,79,0.120403
14,80,0.258456
14,81,0.688676
14,82,0.031542
14,83,0.041298
14,84,0.318556
14,85,0.506636
14,86,0.000000
14,87,0.675550
14,88,0.039540
14,89,0.078176
14,90,0.458481
14,91,0.227763
14,92,0.778568
14,93,0.485433
14,94,0.679744
14,95,0.856454
14,96,0.345728
14,97,0.066377
14,98,0.086791
14,99,0.618894
14,100,0.797594
14,101,0.037700
14,102,0.059608
14,103,0.066377
14,104,0.474476
14,105,0.750876
14,106,0.057174
14,107,0.741256
14,108,0.792320
14,109,0.037700
14,110,0.436568
14,111,0.449559
14,112,0.627673
14,113,0.482054
14,114,0.717879
14,115,0.088413
14,116,0.738855
14,117,0.381866
14,118,0.692997
14,119,0.284626
14,120,0.330813
14,121,0.425689
14,122,0.111835
14,123,0.445749
14,124,0.381307
14,125,0.086791
14,126,0.351639
14,127,0.827762
14,128,0.759627
14,129,0.083452
14,130,0.254018
14,131,0.781756
14,132,0.767074
14,133,0.000000
14,134,0.763546
14,135,0.020649
14,136,0.499004
14,137,0.817830
14,138,0.709915
14,139,0.356256
14,140,0.710716
14,141,0.420651
14,142,0.405512
14,143,0.624381
14,144,0.645754
14,145,0.074451
14,146,0.361995
14,147,0.544756
14,148,0.156351
14,149,0.347982
14,150,0.794112
15,16,0.439973
15,17,0.736254
15,18,0.344287
15,19,0.401815
15,20,0.712812
15,21,0.087606
15,22,0.609872
15,23,0.051965
15,24,0.707509
15,25,0.862490
15,26,0.693612
15,27,0.728198
15,28,0.764940
15,29,0.102554
15,30,0.092345
15,31,0.088413
15,32,0.101859
15,33,0.424351
15,34,0.061947
15,35,0.113099
15,36,0.636443
15,37,0.421326
15,38,0.039540
15,39,0.031542
15,40,0.044607
15,41,0.624723
15,42,0.407086
15,43,0.457550
15,44,0.046172
15,45,0.039540
15,46,0.325398
15,47,0.624040
15,48,0.682249
15,49,0.421663
15,50,0.816700
15,51,0.366676
15,52,0.863478
15,53,0.401284
15,54,0.039540
15,55,0.874843
15,56,0.356655
15,57,0.051965
15,58,0.044607
15,59,0.049154
15,60,0.331671
15,61,0.619698
15,62,0.077261
15,63,0.097583
15,64,0.068485
15,65,0.372254
15,66,0.049154
15,67,0.359632
15,68,0.888064
15,69,0.094625
15,70,0.392873
15,71,0.618894
15,72,0.069515
15,73,0.595964
15,74,0.624723
15,75,0.379064
15,76,0.398441
15,77,0.692073
15,78,0.370532
15,79,0.046172
15,80,0.291777
15,81,0.668252
15,82,0.063084
15,83,0.081731
15,84,0.338248
15,85,0.497435
15,86,0.090007
15,87,0.653629
15,88,0.050579
15,89,0.053315
15,90,0.448293
15,91,0.255135
15,92,0.750592
15,93,0.486749
15,94,0.663985
15,95,0.830762
15,96,0.359632
15,97,0.136970
15,98,0.145033
15,99,0.608122
15,100,0.771047
15,101,0.103245
15,102,0.037700
15,103,0.129502
15,104,0.478800
15,105,0.721039
15,106,0.077261
15,107,0.715797
15,108,0.765033
15,109,0.090007
15,110,0.434119
15,111,0.446227
15,112,0.604959
15,113,0.468144
15,114,0.689501
15,115,0.016860
15,116,0.711515
15,117,0.377185
15,118,0.667401
15,119,0.298994
15,120,0.341176
15,121,0.420820
15,122,0.194071
15,123,0.440779
15,124,0.392149
15,125,0.029202
15,126,0.350627
15,127,0.805573
15,128,0.731120
15,129,0.016860
15,130,0.285374
15,131,0.752578
15,132,0.742884
15,133,0.090007
15,134,0.736736
15,135,0.099744
15,136,0.487624
15,137,0.795900
15,138,0.688057
15,139,0.360027
15,140,0.686610
15,141,0.431492
15,142,0.401461
15,143,0.603430
15,144,0.621873
15,145,0.065298
15,146,0.362583
15,147,0.531685
15,148,0.094625
15,149,0.357451
15,150,0.769294
16,17,0.311336
16,18,0.169439
16,19,0.102554
16,20,0.285872
16,21,0.448293
16,22,0.192600
16,23,0.425689
16,24,0.279079
16,25,0.463874
16,26,0.282873
16,27,0.293234
16,28,0.346139
16,29,0.460491
16,30,0.443832
16,31,0.514569
16,32,0.433955
16,33,0.068485
16,34,0.443351
16,35,0.493563
16,36,0.208544
16,37,0.031542
16,38,0.437218
16,39,0.455994
16,40,0.451452
16,41,0.198774
16,42,0.044607
16,43,0.054632
16,44,0.448768
16,45,0.432643
16,46,0.199844
16,47,0.194437
16,48,0.259279
16,49,0.066377
16,50,0.410043
16,51,0.110557
16,52,0.440296
16,53,0.094625
16,54,0.451295
16,55,0.449401
16,56,0.137487
16,57,0.447182
16,58,0.461416
16,59,0.394857
16,60,0.271333
16,61,0.195166
16,62,0.414010
16,63,0.435590
16,64,0.406912
16,65,0.130050
16,66,0.440457
16,67,0.110557
16,68,0.481759
16,69,0.473127
16,70,0.077261
16,71,0.195530
16,72,0.450822
16,73,0.181194
16,74,0.198774
16,75,0.174806
16,76,0.116198
16,77,0.287112
16,78,0.177629
16,79,0.406212
16,80,0.266843
16,81,0.239029
16,82,0.454589
16,83,0.475524
16,84,0.188875
16,85,0.070530
16,86,0.453807
16,87,0.243739
16,88,0.444472
16,89,0.418788
16,90,0.055918
16,91,0.272378
16,92,0.335929
16,93,0.093111
16,94,0.226825
16,95,0.416065
16,96,0.162590
16,97,0.486018
16,98,0.523740
16,99,0.170276
16,100,0.353453
16,101,0.463721
16,102,0.447023
16,103,0.494713
16,104,0.099029
16,105,0.313157
16,106,0.469054
16,107,0.296608
16,108,0.349205
16,109,0.478206
16,110,0.058404
16,111,0.066377
16,112,0.184305
16,113,0.087606
16,114,0.279842
16,115,0.434119
16,116,0.298280
16,117,0.085138
16,118,0.249502
16,119,0.194071
16,120,0.178825
16,121,0.050579
16,122,0.498577
16,123,0.070530
16,124,0.140048
16,125,0.435753
16,126,0.120992
16,127,0.380000
16,128,0.315643
16,129,0.434446
16,130,0.268965
16,131,0.341593
16,132,0.324085
16,133,0.453807
16,134,0.321001
16,135,0.460183
16,136,0.079973
16,137,0.372254
16,138,0.258181
16,139,0.122741
16,140,0.261463
16,141,0.129502
16,142,0.077261
16,143,0.190000
16,144,0.201261
16,145,0.409176
16,146,0.111198
16,147,0.147463
16,148,0.460954
16,149,0.140554
16,150,0.347573
17,18,0.469054
17,19,0.392873
17,20,0.035765
17,21,0.753616
17,22,0.126729
17,23,0.727222
17,24,0.037700
17,25,0.206489
17,26,0.076336
17,27,0.079973
17,28,0.046172
17,29,0.765405
17,30,0.750024
17,31,0.813212
17,32,0.712214
17,33,0.342424
17,34,0.746890
17,35,0.797060
17,36,0.120403
17,37,0.333594
17,38,0.738278
17,39,0.755969
17,40,0.743744
17,41,0.128400
17,42,0.341801
17,43,0.308815
17,44,0.739432
17,45,0.729758
17,46,0.500284
17,47,0.122741
17,48,0.061947
17,49,0.348186
17,50,0.120992
17,51,0.413323
17,52,0.162590
17,53,0.380561
17,54,0.752200
17,55,0.181976
17,56,0.441424
17,57,0.748791
17,58,0.761122
17,59,0.691971
17,60,0.560952
17,61,0.125036
17,62,0.718670
17,63,0.742309
17,64,0.708813
17,65,0.425689
17,66,0.743075
17,67,0.416406
17,68,0.202668
17,69,0.777472
17,70,0.380748
17,71,0.149378
17,72,0.737604
17,73,0.141562
17,74,0.128400
17,75,0.461878
17,76,0.393776
17,77,0.077261
17,78,0.463874
17,79,0.699122
17,80,0.564614
17,81,0.079079
17,82,0.757941
17,83,0.778568
17,84,0.486457
17,85,0.273160
17,86,0.760281
17,87,0.122741
17,88,0.747366
17,89,0.716690
17,90,0.315418
17,91,0.572985
17,92,0.055918
17,93,0.317886
17,94,0.119217
17,95,0.147944
17,96,0.455214
17,97,0.791692
17,98,0.828535
17,99,0.169439
17,100,0.101859
17,101,0.769202
17,102,0.746986
17,103,0.799552
17,104,0.333594
17,105,0.063084
17,106,0.770586
17,107,0.051965
17,108,0.060789
17,109,0.782211
17,110,0.345934
17,111,0.334870
17,112,0.135404
17,113,0.306737
17,114,0.066377
17,115,0.731800
17,116,0.069515
17,117,0.388325
17,118,0.075399
17,119,0.500284
17,120,0.468902
17,121,0.350424
17,122,0.803895
17,123,0.341176
17,124,0.425856
17,125,0.733546
17,126,0.424351
17,127,0.122741
17,128,0.046172
17,129,0.731217
17,130,0.566875
17,131,0.057174
17,132,0.109912
17,133,0.760281
17,134,0.042984
17,135,0.765961
17,136,0.286864
17,137,0.120992
17,138,0.059608
17,139,0.424853
17,140,0.059608
17,141,0.395037
17,142,0.373207
17,143,0.155440
17,144,0.119811
17,145,0.711515
17,146,0.414525
17,147,0.259827
17,148,0.747271
17,149,0.441102
17,150,0.073490
18,19,0.084299
18,20,0.440134
18,21,0.324305
18,22,0.355058
18,23,0.314289
18,24,0.434119
18,25,0.628578
18,26,0.441424
18,27,0.442710
18,28,0.507056
18,29,0.332527
18,30,0.317663
18,31,0.403051
18,32,0.374538
18,33,0.164761
18,34,0.327575
18,35,0.367451
18,36,0.358840
18,37,0.153137
18,38,0.331457
18,39,0.350221
18,40,0.367064
18,41,0.348798
18,42,0.149853
18,43,0.183532
18,44,0.362583
18,45,0.338248
18,46,0.031542
18,47,0.355658
18,48,0.422000
18,49,0.150327
18,50,0.574347
18,51,0.065298
18,52,0.596322
18,53,0.104612
18,54,0.343667
18,55,0.601661
18,56,0.042984
18,57,0.337827
18,58,0.352849
18,59,0.302303
18,60,0.105289
18,61,0.352446
18,62,0.298280
18,63,0.308815
18,64,0.294202
18,65,0.049154
18,66,0.329306
18,67,0.071530
18,68,0.646304
18,69,0.348594
18,70,0.101159
18,71,0.336140
18,72,0.376242
18,73,0.342839
18,74,0.348798
18,75,0.061947
18,76,0.107295
18,77,0.448293
18,78,0.037700
18,79,0.322767
18,80,0.104612
18,81,0.394677
18,82,0.338458
18,83,0.356655
18,84,0.020649
18,85,0.207519
18,86,0.328874
18,87,0.388507
18,88,0.331671
18,89,0.313157
18,90,0.163462
18,91,0.122741
18,92,0.497578
18,93,0.163896
18,94,0.376242
18,95,0.572985
18,96,0.029202
18,97,0.350829
18,98,0.391423
18,99,0.309505
18,100,0.515121
18,101,0.335717
18,102,0.340133
18,103,0.362779
18,104,0.153137
18,105,0.473877
18,106,0.351639
18,107,0.456928
18,108,0.506636
18,109,0.355058
18,110,0.127289
18,111,0.148424
18,112,0.343667
18,113,0.212594
18,114,0.440457
18,115,0.338038
18,116,0.460183
18,117,0.091572
18,118,0.410909
18,119,0.051965
18,120,0.064200
18,121,0.123894
18,122,0.350627
18,123,0.154982
18,124,0.063084
18,125,0.339297
18,126,0.068485
18,127,0.535547
18,128,0.479393
18,129,0.335929
18,130,0.111198
18,131,0.502552
18,132,0.483232
18,133,0.328874
18,134,0.480282
18,135,0.332954
18,136,0.213594
18,137,0.526851
18,138,0.416235
18,139,0.050579
18,140,0.423009
18,141,0.107955
18,142,0.119217
18,143,0.336774
18,144,0.360618
18,145,0.303944
18,146,0.074451
18,147,0.254856
18,148,0.384277
18,149,0.031542
18,150,0.506636
19,20,0.365317
19,21,0.391423
19,22,0.281362
19,23,0.378313
19,24,0.358840
19,25,0.556373
19,26,0.371872
19,27,0.369187
19,28,0.431986
19,29,0.403580
19,30,0.386674
19,31,0.466471
19,32,0.419297
19,33,0.125603
19,34,0.391605
19,35,0.434773
19,36,0.288593
19,37,0.099029
19,38,0.394497
19,39,0.412117
19,40,0.419467
19,41,0.272378
19,42,0.087606
19,43,0.128953
19,44,0.418958
19,45,0.397369
19,46,0.114968
19,47,0.281109
19,48,0.345317
19,49,0.111198
19,50,0.500284
19,51,0.037700
19,52,0.523197
19,53,0.035765
19,54,0.407261
19,55,0.529542
19,56,0.061947
19,57,0.403051
19,58,0.416747
19,59,0.356257
19,60,0.177629
19,61,0.281614
19,62,0.360421
19,63,0.379813
19,64,0.359434
19,65,0.039540
19,66,0.394137
19,67,0.044607
19,68,0.571370
19,69,0.416235
19,70,0.065298
19,71,0.262006
19,72,0.426856
19,73,0.269493
19,74,0.272378
19,75,0.105962
19,76,0.049154
19,77,0.372826
19,78,0.087606
19,79,0.376053
19,80,0.179618
19,81,0.321222
19,82,0.405337
19,83,0.425689
19,84,0.101859
19,85,0.143556
19,86,0.398441
19,87,0.315868
19,88,0.396474
19,89,0.374728
19,90,0.087606
19,91,0.197339
19,92,0.424519
19,93,0.088413
19,94,0.297326
19,95,0.503541
19,96,0.073490
19,97,0.421832
19,98,0.461724
19,99,0.236638
19,100,0.441424
19,101,0.404459
19,102,0.403580
19,103,0.432808
19,104,0.096116
19,105,0.397905
19,106,0.416065
19,107,0.384647
19,108,0.428849
19,109,0.423345
19,110,0.055918
19,111,0.099029
19,112,0.272639
19,113,0.164329
19,114,0.367257
19,115,0.395037
19,116,0.389238
19,117,0.054632
19,118,0.338458
19,119,0.126729
19,120,0.094625
19,121,0.055918
19,122,0.428683
19,123,0.108612
19,124,0.037700
19,125,0.398619
19,126,0.054632
19,127,0.462032
19,128,0.404108
19,129,0.395037
19,130,0.181976
19,131,0.428683
19,132,0.411427
19,133,0.398441
19,134,0.407261
19,135,0.404283
19,136,0.156805
19,137,0.455682
19,138,0.338668
19,139,0.047687
19,140,0.347369
19,141,0.093871
19,142,0.087606
19,143,0.261734
19,144,0.283375
19,145,0.367451
19,146,0.076336
19,147,0.181976
19,148,0.438841
19,149,0.066377
19,150,0.433792
20,21,0.728003
20,22,0.105289
20,23,0.702064
20,24,0.011922
20,25,0.236338
20,26,0.065298
20,27,0.073490
20,28,0.077261
20,29,0.738855
20,30,0.724088
20,31,0.788634
20,32,0.691662
20,33,0.316767
20,34,0.722024
20,35,0.771232
20,36,0.088413
20,37,0.307662
20,38,0.713908
20,39,0.731800
20,40,0.721926
20,41,0.100454
20,42,0.316542
20,43,0.283124
20,44,0.716293
20,45,0.706302
20,46,0.471170
20,47,0.103245
20,48,0.060789
20,49,0.321664
20,50,0.151738
20,51,0.385754
20,52,0.188121
20,53,0.353252
20,54,0.727710
20,55,0.204414
20,56,0.414010
20,57,0.723990
20,58,0.736350
20,59,0.668677
20,60,0.530615
20,61,0.097583
20,62,0.694021
20,63,0.716095
20,64,0.683186
20,65,0.397190
20,66,0.718274
20,67,0.389786
20,68,0.235434
20,69,0.751727
20,70,0.353453
20,71,0.118018
20,72,0.716194
20,73,0.119217
20,74,0.100454
20,75,0.432479
20,76,0.366676
20,77,0.079973
20,78,0.433628
20,79,0.676286
20,80,0.535016
20,81,0.051965
20,82,0.732674
20,83,0.752861
20,84,0.457084
20,85,0.246060
20,86,0.734514
20,87,0.096116
20,88,0.722516
20,89,0.691560
20,90,0.288347
20,91,0.543581
20,92,0.078176
20,93,0.289576
20,94,0.104612
20,95,0.168176
20,96,0.425689
20,97,0.764940
20,98,0.802126
20,99,0.139540
20,100,0.126167
20,101,0.743171
20,102,0.722319
20,103,0.773072
20,104,0.304411
20,105,0.076336
20,106,0.745367
20,107,0.055918
20,108,0.085138
20,109,0.756439
20,110,0.318779
20,111,0.306737
20,112,0.109264
20,113,0.283375
20,114,0.060789
20,115,0.708613
20,116,0.074451
20,117,0.360421
20,118,0.059608
20,119,0.471773
20,120,0.439973
20,121,0.323646
20,122,0.775184
20,123,0.314967
20,124,0.397727
20,125,0.710015
20,126,0.397190
20,127,0.144543
20,128,0.071530
20,129,0.707207
20,130,0.537666
20,131,0.079079
20,132,0.123894
20,133,0.734514
20,134,0.055918
20,135,0.739624
20,136,0.262277
20,137,0.138003
20,138,0.050579
20,139,0.396653
20,140,0.055918
20,141,0.365317
20,142,0.346139
20,143,0.128953
20,144,0.099744
20,145,0.687023
20,146,0.386306
20,147,0.232396
20,148,0.725167
20,149,0.412290
20,150,0.094625
21,22,0.628239
21,23,0.049154
21,24,0.722615
21,25,0.892773
21,26,0.715002
21,27,0.740776
21,28,0.786017
21,29,0.037700
21,30,0.016860
21,31,0.086791
21,32,0.188121
21,33,0.434610
21,34,0.026658
21,35,0.050579
21,36,0.649266
21,37,0.429677
21,38,0.070530
21,39,0.064200
21,40,0.123894
21,41,0.635773
21,42,0.414696
21,43,0.466471
21,44,0.125603
21,45,0.103245
21,46,0.299943
21,47,0.640006
21,48,0.701152
21,49,0.428683
21,50,0.843242
21,51,0.358840
21,52,0.883974
21,53,0.394497
21,54,0.064200
21,55,0.893489
21,56,0.344493
21,57,0.068485
21,58,0.063084
21,59,0.096116
21,60,0.286616
21,61,0.635549
21,62,0.044607
21,63,0.042984
21,64,0.061947
21,65,0.358246
21,66,0.054632
21,67,0.353654
21,68,0.916109
21,69,0.026658
21,70,0.392511
21,71,0.626880
21,72,0.154522
21,73,0.614053
21,74,0.635773
21,75,0.359434
21,76,0.388690
21,77,0.713908
21,78,0.345934
21,79,0.120992
21,80,0.250922
21,81,0.683186
21,82,0.044607
21,83,0.059608
21,84,0.313837
21,85,0.503682
21,86,0.031542
21,87,0.666548
21,88,0.044607
21,89,0.069515
21,90,0.449875
21,91,0.220470
21,92,0.773164
21,93,0.479097
21,94,0.673548
21,95,0.853878
21,96,0.339297
21,97,0.055918
21,98,0.080857
21,99,0.613706
21,100,0.793754
21,101,0.020649
21,102,0.065298
21,103,0.055918
21,104,0.471321
21,105,0.742597
21,106,0.037700
21,107,0.736350
21,108,0.783753
21,109,0.035765
21,110,0.431492
21,111,0.447500
21,112,0.621873
21,113,0.481907
21,114,0.710816
21,115,0.085968
21,116,0.734321
21,117,0.375675
21,118,0.687334
21,119,0.282370
21,120,0.320558
21,121,0.420482
21,122,0.116198
21,123,0.444632
21,124,0.373968
21,125,0.093871
21,126,0.343667
21,127,0.824407
21,128,0.753521
21,129,0.080857
21,130,0.244612
21,131,0.775092
21,132,0.764197
21,133,0.031542
21,134,0.757472
21,135,0.041298
21,136,0.497721
21,137,0.815132
21,138,0.703379
21,139,0.350018
21,140,0.704993
21,141,0.420144
21,142,0.403932
21,143,0.615093
21,144,0.637670
21,145,0.087606
21,146,0.359434
21,147,0.533020
21,148,0.169019
21,149,0.344080
21,150,0.789895
22,23,0.601070
22,24,0.100454
22,25,0.296128
22,26,0.099744
22,27,0.142063
22,28,0.159055
22,29,0.640117
22,30,0.624837
22,31,0.686713
22,32,0.587437
22,33,0.228075
22,34,0.621072
22,35,0.671540
22,36,0.066377
22,37,0.215251
22,38,0.612314
22,39,0.629708
22,40,0.617975
22,41,0.057174
22,42,0.220148
22,43,0.197339
22,44,0.613242
22,45,0.603901
22,46,0.385938
22,47,0.054632
22,48,0.080857
22,49,0.234224
22,50,0.223034
22,51,0.296608
22,52,0.272639
22,53,0.266043
22,54,0.626086
22,55,0.289085
22,56,0.327358
22,57,0.622900
22,58,0.634766
22,59,0.565746
22,60,0.450033
22,61,0.042984
22,62,0.593335
22,63,0.617400
22,64,0.582822
22,65,0.311792
22,66,0.617170
22,67,0.298994
22,68,0.306273
22,69,0.651888
22,70,0.265240
22,71,0.080857
22,72,0.612198
22,73,0.016860
22,74,0.057174
22,75,0.354056
22,76,0.280603
22,77,0.097583
22,78,0.353453
22,79,0.572985
22,80,0.448926
22,81,0.070530
22,82,0.632073
22,83,0.652759
22,84,0.372826
22,85,0.167753
22,86,0.635102
22,87,0.086791
22,88,0.621415
22,89,0.590213
22,90,0.199844
22,91,0.453494
22,92,0.149378
22,93,0.219177
22,94,0.107295
22,95,0.245772
22,96,0.342009
22,97,0.667081
22,98,0.703379
22,99,0.103245
22,100,0.186984
22,101,0.643991
22,102,0.620729
22,103,0.674497
22,104,0.235434
22,105,0.122161
22,106,0.644542
22,107,0.115585
22,108,0.161273
22,109,0.656450
22,110,0.235132
22,111,0.225569
22,112,0.029202
22,113,0.199844
22,114,0.087606
22,115,0.605663
22,116,0.118619
22,117,0.269229
22,118,0.064200
22,119,0.382238
22,120,0.353252
22,121,0.236338
22,122,0.681311
22,123,0.232396
22,124,0.316542
22,125,0.607537
22,126,0.305809
22,127,0.220148
22,128,0.129502
22,129,0.604724
22,130,0.450507
22,131,0.149853
22,132,0.171108
22,133,0.635102
22,134,0.131679
22,135,0.640783
22,136,0.182366
22,137,0.212594
22,138,0.087606
22,139,0.308354
22,140,0.085968
22,141,0.291777
22,142,0.258730
22,143,0.068485
22,144,0.033720
22,145,0.586105
22,146,0.297326
22,147,0.162590
22,148,0.622444
22,149,0.326488
22,150,0.172350
23,24,0.696883
23,25,0.861748
23,26,0.685470
23,27,0.716293
23,28,0.757941
23,29,0.059608
23,30,0.049154
23,31,0.092345
23,32,0.146010
23,33,0.409870
23,34,0.033720
23,35,0.086791
23,36,0.623470
23,37,0.406387
23,38,0.037700
23,39,0.041298
23,40,0.094625
23,41,0.611966
23,42,0.392692
23,43,0.442870
23,44,0.084299
23,45,0.065298
23,46,0.292506
23,47,0.614284
23,48,0.674602
23,49,0.405337
23,50,0.812950
23,51,0.343667
23,52,0.856454
23,53,0.379626
23,54,0.037700
23,55,0.866764
23,56,0.331671
23,57,0.041298
23,58,0.039540
23,59,0.060789
23,60,0.290312
23,61,0.608706
23,62,0.049154
23,63,0.053315
23,64,0.023843
23,65,0.345934
23,66,0.029202
23,67,0.338248
23,68,0.886222
23,69,0.063084
23,70,0.373017
23,71,0.603901
23,72,0.117415
23,73,0.586953
23,74,0.611966
23,75,0.348798
23,76,0.375864
23,77,0.685781
23,78,0.337827
23,79,0.077261
23,80,0.251770
